chr	po	NAME	TCGA.A1.A0SK.01A	TCGA.A1.A0SO.01A	TCGA.A2.A04W.01A	TCGA.A2.A0D0.01A	TCGA.A2.A0D1.01A	TCGA.A2.A0EQ.01A	TCGA.A2.A0ET.01A	TCGA.A8.A06N.01A	TCGA.A8.A06Y.01A	TCGA.A8.A06Z.01A	TCGA.A8.A081.01A	TCGA.A8.A083.01A	TCGA.A8.A08J.01A	TCGA.A8.A09X.01A	TCGA.AN.A04D.01A	TCGA.AN.A0FJ.01A	TCGA.AN.A0FV.01A	TCGA.AN.A0FZ.01A	TCGA.AO.A0J2.01A	TCGA.AO.A0J3.01A	TCGA.AO.A0J6.01A	TCGA.AO.A0JC.01A	TCGA.AO.A0JI.01A	TCGA.AO.A0JL.01A	TCGA.AO.A124.01A	TCGA.AO.A125.01A	TCGA.AO.A12B.01A	TCGA.AO.A12D.01A	TCGA.AO.A12H.01A	TCGA.AQ.A04L.01B	TCGA.AR.A0TP.01A	TCGA.AR.A0TR.01A	TCGA.AR.A0TV.01A	TCGA.AR.A1AI.01A	TCGA.AR.A1AS.01A	TCGA.B6.A0I2.01A	TCGA.B6.A0IA.01A	TCGA.B6.A0IC.01A	TCGA.B6.A0RL.01A	TCGA.B6.A0RM.01A	TCGA.B6.A0RS.01A	TCGA.B6.A0X4.01A	TCGA.B6.A0X5.01A	TCGA.BH.A0DL.01A	TCGA.BH.A0E0.01A	TCGA.BH.A0EE.01A	TCGA.BH.A0HW.01A	TCGA.BH.A18N.01A	TCGA.C8.A12L.01A	TCGA.C8.A12M.01A	TCGA.C8.A12P.01A	TCGA.C8.A12U.01A	TCGA.C8.A133.01A	TCGA.D8.A13Y.01A	TCGA.D8.A13Z.01A	TCGA.E2.A14Y.01A	TCGA.E2.A158.01A	TCGA.E2.A15K.06A	TCGA.E2.A15R.01A	TCGA.E2.A1B0.01A
4	187235274	TLR3	-0.765	-0.972	-0.192	-0.916	0.085	-0.146	0.016	0.245	-0.187	-0.419	-0.391	-0.057	-0.045	-0.153	-0.03	-0.566	0.087	0.066	-0.514	0.692	-0.506	-0.01	0.039	0.013	0.406	-0.021	-0.153	-0.235	0.068	0.156	0.003	-0.304	0.104	-0.022	-0.05	-0.216	-0.018	0.017	-0.027	-0.012	-1.493	0.014	0.009	-0.052	-0.257	0.007	0.133	0.177	-0.329	0.065	-0.136	-0.389	0.015	-0.549	-0.674	-0.056	0.556	-0.001	0.007	-0.211
4	189158556	ZFP42	-0.765	1.101	-0.192	-0.916	0.085	-0.146	0.016	0.301	-0.187	-0.419	-0.391	-0.057	-0.045	-0.153	-0.03	-0.563	0.087	0.066	-0.514	0.683	-0.506	-0.01	0.039	0.006	0.406	-0.019	-0.153	-0.235	0.101	0.156	0.003	-0.304	1.009	-0.022	-0.05	-0.216	-0.018	0.017	-0.027	-0.012	-1.54	0.014	0.009	-0.052	-0.257	0.007	0.133	0.177	-0.329	0.065	-0.136	-0.389	0.015	-0.549	-0.674	-0.056	-0.007	-0.001	0.007	-0.211
5	876410	ZDHHC11	0.738	1.013	-0.219	2.057	-0.532	0.097	0.227	0.218	0.083	0.366	-0.361	1.194	-2.839	0.087	-2.107	0.605	0.096	-0.493	-0.116	0.246	0.143	-0.778	0.02	0.308	-0.281	0.623	0.398	0.004	1.039	0.431	0.58	0.247	0.635	0.771	0.004	0.305	-0.025	0.337	0.504	1.758	-0.041	0.049	-0.115	-0.054	-0.317	0.54	0.09	0.623	0.138	0.055	-0.061	-0.863	0.69	-1.982	0.41	0.762	-2.608	-0.016	-0.011	0.511
5	1933210	IRX4	0.186	0.017	0.151	0.791	0.051	0.088	0.227	0.218	0.083	0.366	-0.361	0.426	-0.033	0.087	-0.802	0.605	0.096	-0.493	-0.116	0.246	0.143	0.061	0.02	0.308	-0.281	-0.104	0.398	0.004	0.015	-0.227	0.58	0.247	0.635	0.771	0.004	0.305	-0.025	-0.017	0.087	-0.014	-0.041	0.049	-0.074	-0.054	-0.317	0.076	0.09	0.422	0.138	0.055	0.323	-0.351	-0.079	0.643	-0.029	0.762	-0.906	-0.016	-0.011	0.639
5	2802024	IRX2	0.186	0.017	0.151	0.791	0.051	0.088	0.227	0.218	0.083	0.398	-0.361	0.426	-0.033	0.087	-0.802	0.605	0.096	-0.493	-0.116	0.246	0.103	0.061	0.02	0.308	-0.281	-0.104	0.398	-0.032	0.015	-0.227	0.58	0.247	0.635	0.771	0.004	0.305	-0.025	-0.017	0.087	-0.014	-0.041	0.049	-0.074	-0.054	-0.3	0.076	0.115	0.422	0.138	0.055	0.323	-0.351	-0.079	0.643	-0.029	0.762	-0.906	-0.016	-0.011	0.639
5	2806886	C5orf38	0.186	0.017	0.151	0.791	0.051	0.088	0.227	0.218	0.083	0.398	-0.361	0.426	-0.033	0.087	-0.802	0.605	0.096	-0.493	-0.116	0.246	0.103	0.061	0.02	0.308	-0.281	-0.104	0.398	-0.032	0.015	-0.227	0.58	0.247	0.635	0.771	0.004	0.305	-0.025	-0.017	0.087	-0.014	-0.041	0.049	-0.074	-0.054	-0.3	0.076	0.115	0.422	0.138	0.055	0.323	-0.351	-0.079	0.643	-0.029	0.762	-0.906	-0.016	-0.011	0.639
5	7666268	ADCY2	0.186	0.017	0.151	0.791	0.051	0.088	0.229	0.218	0.083	0.398	-0.361	0.426	-0.033	0.087	-0.802	0.605	0.096	-0.493	0.178	0.246	0.11	0.058	0.033	0.32	-0.281	-0.047	0.398	-0.032	0.015	-0.227	0.58	0.247	0.635	0.771	0.004	0.305	-0.025	-0.017	0.087	-0.014	-0.025	0.053	-0.03	-0.054	-0.263	0.076	0.115	0.422	0.138	0.055	0.323	-0.351	-0.009	0.643	0.036	0.762	-0.854	-0.016	0.023	0.044
5	10345937	CMBL	0.186	0.016	0.151	0.791	0.051	0.088	0.243	0.252	0.083	0.398	-0.361	0.426	-0.033	0.087	-0.802	0.605	0.096	-0.493	0.178	0.246	0.486	0.058	0.037	0.32	-0.259	-0.024	0.398	-0.032	0.015	-0.227	0.961	0.247	0.635	0.771	-0.02	0.305	-0.025	0.008	0.087	-0.014	-0.028	0.053	0.003	-0.054	-0.263	0.076	0.115	0.422	0.138	0.055	0.349	-0.351	-0.009	0.643	0.036	0.762	0.607	-0.016	0.023	0.882
5	10506556	ROPN1L	0.186	0.016	0.151	0.791	0.051	0.088	0.243	0.252	0.083	0.398	-0.361	0.426	-0.033	0.087	-0.802	0.605	0.096	-0.493	0.178	0.246	0.486	0.058	0.037	0.32	-0.259	-0.024	0.398	-0.032	0.015	-0.227	0.961	0.247	0.635	0.771	-0.02	0.305	-0.025	0.008	0.087	-0.014	-0.028	0.053	0.003	-0.054	-0.263	0.076	0.115	0.422	0.138	0.055	0.349	0.028	-0.009	0.643	0.036	0.762	0.607	-0.016	0.023	0.882
5	11491030	CTNND2	0.246	0.016	0.151	0.756	0.051	0.072	0.225	0.252	0.083	0.398	-0.361	0.424	-0.033	0.087	-0.802	0.605	0.096	-0.493	0.178	0.246	0.486	0.058	0.037	0.32	-0.259	-0.024	0.398	-0.032	0.015	-0.227	0.961	0.314	0.09	0.771	-0.02	0.305	-0.025	0.008	0.113	-0.014	-0.028	0.053	0.003	-0.054	-0.263	0.076	0.135	0.453	0.293	0.055	0.349	0.011	-0.009	0.643	0.036	0.762	0.607	-0.016	0.023	0.986
5	16176685	MARCH11	0.246	-0.111	0.128	0.926	0.045	0.211	0.25	0.252	0.106	0.423	-0.366	0.431	0.022	0.153	-0.773	0.605	0.064	-0.471	0.211	0.245	0.131	0.067	0.037	0.32	-0.256	-0.01	0.42	-0.048	0.015	-0.227	0.961	0.357	0.687	0.771	-0.039	0.305	-0.025	0.026	0.141	0.016	-0.035	0.073	0.052	-0.054	-0.263	0.104	0.135	0.454	0.413	0.055	0.343	0.023	0.01	0.66	0.036	0.744	1.295	-0.016	0.018	0.563
5	16598156	FAM134B	0.246	-0.111	0.128	0.926	0.079	0.211	0.25	0.252	0.106	0.423	-0.366	0.431	0.022	0.153	-0.773	0.605	0.064	-0.471	0.211	0.245	0.131	0.077	0.037	0.32	-0.256	-0.01	0.42	-0.048	0.015	-0.223	0.961	0.357	0.687	0.737	-0.039	0.305	-0.025	0.026	0.141	0.016	-0.035	0.073	0.052	-0.054	-0.263	0.104	0.135	0.454	0.413	0.055	0.343	0.023	0.01	0.66	0.036	0.744	1.295	-0.016	0.018	0.563
5	19766510	CDH18	0.246	-0.111	0.128	0.897	0.079	0.278	0.246	0.252	0.102	0.423	-0.366	0.431	0.022	0.153	-0.768	0.605	0.064	-0.499	0.211	0.245	0.131	0.077	0.037	0.304	-0.231	-0.01	0.42	-0.048	0.015	-0.166	0.961	0.357	0.684	0.737	-0.039	0.305	-0.025	0.027	0.141	0.016	-0.05	0.075	0.052	-0.054	-0.248	0.104	0.135	0.454	0.413	0.055	0.343	0.007	0.01	0.66	0.036	0.744	0.612	0.024	0.019	0.563
5	24601904	CDH10	0.246	-0.111	0.128	0.819	0.079	0.278	0.237	0.252	0.076	0.088	-0.416	0.413	-0.015	0.16	-0.019	0.593	0.064	-0.499	0.408	0.231	-0.32	0.07	0.038	0.315	-0.231	-0.011	0.42	-0.048	0.015	-0.166	0.964	0.357	0.693	0.72	-0.039	0.305	-0.025	0.027	0.134	0.019	-0.05	0.075	0.043	-0.054	-0.249	0.085	0.135	0.454	0.413	0.055	0.343	-0.005	0.01	0.65	0.036	0.736	0.092	0.007	0.021	0.602
5	32787043	NPR3	0.222	-0.104	0.137	0.819	0.079	0.322	0.258	0.252	0.115	0.447	-0.352	0.443	0.03	0.14	-0.019	0.593	0.111	-0.499	0.486	0.258	-0.276	0.07	0.038	0.315	0.476	-0.011	0.42	-0.048	0.015	-0.166	0.087	0.357	0.693	0.77	-0.019	0.33	-0.025	0.027	0.214	0.019	0.002	0.075	0.037	-0.054	-0.249	0.114	0.135	0.454	0.405	0.055	0.343	0.029	0.004	0.2	0.036	0.736	0.611	0.007	0.021	0.602
5	34066424	C1QTNF3	0.222	0.391	0.137	0.93	0.079	0.322	0.258	0.252	0.115	0.447	-0.352	0.443	0.03	0.14	-0.019	0.593	0.111	-0.499	0.486	0.258	-0.276	0.07	0.038	0.315	0.476	-0.011	0.42	-0.048	0.015	-0.166	0.087	0.357	0.693	0.32	-0.019	0.33	-0.025	0.027	0.214	0.019	0.002	0.075	0.037	-0.054	-0.249	0.114	0.135	0.454	0.405	0.055	0.343	0.029	0.004	0.2	0.036	0.736	0.128	0.007	0.021	0.602
5	35904098	IL7R	0.222	0.391	0.137	0.93	0.079	0.334	0.258	0.252	0.116	0.447	-0.331	0.443	0.03	0.14	-0.009	0.628	0.111	-0.433	0.486	0.258	-0.276	0.07	0.038	0.3	0.164	-0.011	0.42	-0.048	0.015	-0.166	0.087	0.337	0.693	0.32	-0.019	0.33	-0.025	0.027	0.214	0.019	0.002	0.075	0.037	-0.054	-0.249	0.114	0.135	0.454	-0.013	0.055	0.343	0.029	0.004	0.2	0.036	0.736	0.634	0.007	0.021	0.602
5	35957396	CAPSL	0.222	0.391	0.137	0.93	0.079	0.334	0.258	0.252	0.116	0.447	-0.331	0.443	0.03	0.14	-0.009	0.628	0.111	-0.433	0.486	0.258	-0.276	0.07	0.038	0.3	0.164	-0.011	0.42	-0.048	0.015	-0.166	0.087	0.337	0.693	0.32	-0.019	0.33	-0.025	0.027	0.214	0.019	0.002	0.075	0.037	-0.054	-0.249	0.114	0.135	0.454	-0.013	0.055	0.343	0.029	0.004	0.2	0.036	0.736	0.634	0.007	0.021	0.602
5	36311314	RANBP3L	0.222	0.391	0.137	0.93	0.079	0.334	0.258	0.252	0.116	0.447	-0.331	0.443	0.03	0.14	-0.009	0.628	0.111	-0.433	0.486	0.258	-0.276	0.07	0.038	0.3	0.164	-0.011	0.42	-0.048	0.015	-0.166	0.087	0.337	0.693	0.32	-0.019	0.33	-0.025	0.027	0.214	0.019	0.002	0.075	0.037	-0.054	-0.249	0.114	0.135	0.454	-0.013	0.055	0.343	0.029	0.004	0.2	0.036	0.736	0.634	0.007	0.021	0.602
5	40982076	C7	0.222	0.391	0.137	0.93	0.079	0.334	0.249	0.252	0.116	0.447	-0.331	0.443	0.03	0.14	-0.009	0.628	0.079	-0.326	0.486	0.258	0.117	0.07	0.038	0.3	0.164	-0.011	0.418	-0.048	0.015	-0.166	0.087	0.337	0.693	0.32	-0.019	0.33	-0.025	0.027	0.214	0.019	0.011	0.075	0.037	-0.054	-0.249	0.114	0.135	0.454	-0.013	0.055	0.343	0.029	0.004	0.2	0.036	0.736	0.112	0.012	0.021	0.214
5	41237650	C6	0.222	0.391	0.137	0.93	0.079	0.334	0.249	0.252	0.116	0.447	-0.331	0.443	0.03	0.14	-0.009	0.628	0.079	-0.326	0.486	0.258	0.117	0.07	0.038	0.3	0.164	-0.011	0.418	-0.048	0.015	-0.166	0.087	0.337	0.693	0.32	-0.019	0.33	-0.025	0.027	0.214	0.019	0.011	0.075	0.037	-0.054	-0.249	0.114	0.135	0.454	-0.013	0.055	0.343	0.029	0.004	0.2	0.036	0.736	0.149	0.012	0.021	0.214
5	41444646	PLCXD3	0.222	0.391	0.137	0.93	0.079	0.334	0.249	0.252	0.116	0.447	-0.331	0.443	0.03	0.14	-0.009	0.628	0.079	-0.044	0.486	0.258	0.117	0.07	0.038	0.3	0.164	-0.011	0.418	-0.048	0.015	-0.166	0.087	0.337	0.693	0.32	-0.019	0.33	-0.025	0.027	0.214	0.019	0.011	0.075	0.037	-0.054	-0.249	0.114	0.135	0.454	-0.013	0.055	0.343	0.029	0.004	0.2	0.036	0.736	0.636	0.012	0.021	0.214
5	42670904	GHR	0.222	0.391	0.137	-0.927	0.086	0.334	0.249	0.252	0.116	0.447	-0.331	0.443	0.03	0.14	-0.009	0.628	0.079	-0.048	1.15	0.258	0.117	0.07	0.038	0.3	0.164	-0.011	0.418	-0.048	0.042	-0.166	0.087	0.337	0.693	0.32	-0.019	0.33	-0.025	0.027	0.214	0.019	0.011	0.075	0.037	-0.054	-0.249	0.114	0.135	0.454	-0.013	0.055	0.343	0.029	0.004	0.2	0.036	0.736	0.145	0.012	0.021	0.214
5	43432800	CCL28	0.222	0.391	0.137	1.013	0.086	0.334	0.249	0.252	0.116	0.447	-0.331	0.443	0.03	0.14	-0.009	0.628	0.081	-0.048	-0.502	0.258	0.117	0.071	0.038	0.3	0.164	-0.011	0.418	-0.048	0.042	-0.166	0.087	0.337	0.693	0.32	-0.019	0.33	-0.025	0.027	0.214	0.019	0.011	0.075	0.037	-0.054	-0.249	0.114	0.135	0.454	-0.013	0.055	0.343	0.029	0.004	0.2	0.036	0.736	0.145	0.012	0.021	0.214
5	44382697	FGF10	0.222	0.391	0.137	1.013	0.086	0.334	0.534	0.252	0.116	0.447	-0.331	0.443	0.03	0.14	-0.009	0.628	0.081	-0.048	-0.502	0.258	0.117	0.071	0.038	0.3	0.164	-0.011	0.418	-0.048	0.042	-0.166	0.087	0.337	0.693	0.32	-0.019	0.33	-0.025	0.027	0.214	0.019	0.011	0.075	0.037	-0.054	-0.249	0.114	0.135	0.454	-0.013	0.055	0.343	0.029	0.438	0.2	0.036	0.736	0.643	0.012	0.021	0.214
5	44848078	MRPS30	0.222	0.391	0.137	1.013	0.086	0.334	0.253	0.252	0.116	0.447	-0.331	0.443	0.03	0.14	-0.009	0.628	0.081	-0.49	-0.502	0.258	0.117	0.071	0.038	0.3	0.164	-0.011	0.418	-0.048	0.042	-0.166	0.087	0.337	0.693	0.32	-0.019	0.33	-0.025	0.027	0.214	0.019	0.011	0.075	0.037	-0.054	-0.249	0.114	0.135	0.454	-0.013	0.055	0.343	0.029	0.049	0.2	0.036	0.736	0.125	0.012	0.021	0.214
5	49750389	EMB	-0.578	-0.042	-0.19	-0.929	-0.237	-0.262	0.253	0.252	0.104	0.442	-0.333	0.438	-0.025	0.14	-0.058	-0.526	0.081	-0.498	0.212	0.08	0.052	0.071	0.045	-0.531	0.192	-0.014	0.413	-0.048	0.005	-0.217	-0.746	0.337	0.693	-0.483	-0.019	-0.205	-0.031	0.018	0.139	0.019	-0.48	-0.009	0.037	-0.049	-0.243	0.131	0.138	0.454	0.006	1.062	0.336	0.018	0.019	0.212	-0.002	-0.05	-0.724	-0.001	0.022	-0.226
5	52373639	ITGA2	-0.594	-0.042	-0.19	-0.929	-0.222	-0.262	0.253	0.252	0.104	0.442	-0.333	0.438	-0.025	0.14	-0.058	-0.526	-0.251	-0.498	0.212	0.08	0.052	0.071	0.045	-0.531	0.192	-0.014	0.413	-0.048	0.005	-0.217	-0.746	0.337	0.693	-0.483	-0.019	-0.205	-0.031	0.018	0.139	0.019	-0.48	-0.009	0.037	-0.049	-0.243	0.131	0.138	0.454	0.006	-0.568	0.336	0.018	0.019	0.212	-0.397	-0.05	-0.83	-0.001	0.022	-0.226
5	53787579	HSPB3	-0.594	-0.041	-0.19	-0.929	-0.222	-0.262	0.253	0.252	0.104	0.442	-0.333	0.438	0	0.14	-0.714	-0.526	-0.251	-0.498	0.212	0.08	0.06	0.071	0.045	-0.531	0.192	-0.014	0.406	-0.048	0.005	-0.217	-0.78	0.337	-0.544	-0.483	0.002	-0.205	-0.031	0.018	0.139	0.019	-0.48	-0.009	0.037	-0.049	-0.243	0.131	0.138	0.454	-0.305	-0.568	0.336	0.018	0.019	0.212	-0.397	-0.05	-0.83	-0.001	0.022	-0.226
5	54564001	CCNO	-0.594	-0.686	-0.19	-0.929	-0.222	-0.262	0.253	0.252	0.104	0.442	-0.333	0.438	0	0.14	-0.714	-0.526	-0.251	-0.498	0.212	0.08	-0.476	0.071	0.045	-0.531	0.192	-0.014	0.406	-0.048	0.005	-0.217	-0.78	0.337	-0.544	-0.483	0.002	-0.205	-0.031	0.018	0.139	0.019	-0.48	-0.009	0.037	-0.049	-0.243	0.131	0.138	0.454	-0.305	-0.568	0.336	0.018	0.019	0.212	-0.397	-0.05	-0.83	-0.001	0.022	-0.226
5	55296630	IL6ST	-0.594	-0.686	-0.19	-0.929	-0.222	-0.262	0.253	0.252	0.104	0.442	-0.333	0.438	0	0.14	-0.714	-0.526	-0.251	-0.498	0.212	0.08	-0.476	0.071	0.045	-0.531	0.192	-0.014	0.406	-0.048	0.005	-0.217	-0.78	0.337	-0.544	-0.483	0.002	-0.205	-0.031	0.018	0.139	0.019	-0.48	-0.009	0.037	-0.049	-0.243	0.131	0.138	0.454	-0.305	-0.568	0.336	0.018	0.019	0.212	-0.397	-0.05	-0.83	-0.001	0.022	-0.226
5	57788644	PLK2	-0.594	-0.686	-0.188	0.136	-0.221	-0.264	0.249	0.264	0.11	0.437	-0.343	0.443	-0.006	0.092	-0.737	-0.526	-0.252	-0.498	0.209	0.084	-0.484	0.068	0.05	-0.531	0.192	-0.011	0.406	-0.051	0.007	-0.217	-0.779	0.316	-0.543	-0.493	-0.002	-0.202	-0.024	0.01	0.141	0.014	-0.46	-0.011	0.026	-0.072	-0.248	0.128	0.144	0.448	-0.305	-0.578	0.211	0.019	0.016	0.22	-0.397	-0.05	-0.835	0.004	0.022	-0.226
5	58048929	RAB3C	-0.594	-0.689	-0.188	-0.921	-0.221	-0.264	0.249	0.264	0.11	0.437	-0.343	0.447	-0.006	0.092	-0.737	-0.526	-0.252	-0.498	0.209	0.084	-0.484	0.068	0.05	-0.531	0.709	-0.011	0.406	-0.051	0.007	-0.217	-0.779	0.316	-0.543	-0.493	-0.002	-0.202	-0.024	0.01	0.141	0.014	-0.46	-0.011	0.055	-0.072	-0.248	0.128	0.144	0.448	-0.305	-0.551	0.211	0.019	0.016	0.22	-0.397	-0.05	-0.835	0.004	0.022	-0.226
5	59980122	DEPDC1B	-0.594	-0.689	-0.188	-0.921	-0.221	-0.264	0.249	0.264	0.11	0.437	-0.343	0.447	-0.006	0.092	-0.737	-0.526	-0.252	-0.498	0.19	0.084	-0.484	0.068	0.05	-0.531	-0.642	-0.926	0.406	-0.051	0.007	-0.217	-0.779	0.316	-0.543	-0.493	-0.002	-0.202	-0.024	0.017	0.141	0.014	-0.465	-0.011	0.055	-0.072	-0.248	0.128	0.144	0.448	-0.305	-0.551	0.211	0.019	0.016	0.22	-0.397	-0.05	-0.835	0.004	0.022	-0.226
5	69315372	SMA4	-0.577	0.595	-0.188	-0.181	0.323	-0.268	0.264	0.264	0.103	0.437	-0.343	-0.717	0.004	0.147	-0.087	-0.1	0.56	-0.481	-0.503	0.084	-0.484	0.068	0.05	-0.531	-0.233	-0.031	0.422	-0.039	0.007	-0.629	-0.279	0.394	-0.543	-0.493	7e-04	-0.202	-0.024	0.015	0.141	0.005	-0.439	-0.011	0.046	-0.072	-0.457	0.124	0.138	0.443	0.047	0.194	0.211	0.033	0.016	-0.543	-0.397	-0.05	0.15	0.025	0.022	-0.226
5	71051688	CARTPT	-0.577	-0.556	-0.188	-0.867	-0.212	-0.268	0.264	0.258	0.103	0.437	-0.343	0.437	0.004	0.147	-0.733	-0.528	-0.26	-0.481	-0.503	0.084	-0.484	0.068	0.05	-0.531	-0.233	-0.031	0.413	-0.039	0.007	-0.629	-0.787	0.332	-0.543	-0.493	7e-04	-0.202	-0.024	0.015	0.141	0.005	-0.439	-0.011	0.046	-0.072	-0.247	0.124	0.138	0.443	-0.286	0.194	0.211	0.033	0.016	-0.543	-0.397	-0.05	-0.834	0.005	0.022	-0.226
5	75887308	IQGAP2	-0.577	-0.622	-0.188	-0.903	-0.212	-0.268	0.264	0.258	0.103	0.437	-0.343	0.437	0.004	0.086	-0.733	-0.528	-0.26	-0.495	-0.503	0.084	-0.484	0.068	0.05	-0.531	-0.228	-0.031	0.413	-0.039	0.007	-0.629	-3.824	0.332	-0.543	-0.493	7e-04	-0.202	-0.024	0.015	0.141	0.005	-0.472	-0.011	0.046	-0.072	-0.247	0.124	0.138	0.443	-0.286	0.213	0.211	0.023	-0.013	0.219	-0.397	-0.05	-0.834	0.005	0.022	-0.226
5	75951028	F2RL2	-0.577	-0.622	-0.188	-0.903	-0.212	-0.268	0.264	0.258	0.103	0.437	-0.343	0.437	0.004	0.086	-0.733	-0.528	-0.26	-0.495	-0.503	0.084	-0.484	0.068	0.05	-0.531	-0.228	-0.031	0.413	-0.039	0.007	-0.629	-6.643	0.332	-0.543	-0.493	7e-04	-0.202	-0.024	0.015	0.141	0.005	-0.472	-0.011	0.046	-0.072	-0.247	0.124	0.138	0.443	-0.286	0.213	0.211	0.023	-0.013	0.219	-0.397	-0.05	-0.834	0.005	0.022	-0.226
5	76651148	PDE8B	-0.577	-0.622	-0.188	-0.903	-0.212	-0.268	0.264	0.258	0.103	0.437	-0.343	0.437	0.004	0.086	-0.733	-0.528	-0.26	-0.495	-0.503	0.084	-0.484	0.068	0.05	-0.531	-0.228	-0.031	0.413	-0.039	0.007	-0.629	-0.768	0.332	-0.543	-0.493	7e-04	-0.202	-0.024	0.015	0.141	0.005	-0.472	-0.011	0.046	-0.072	-0.247	0.124	0.138	0.443	-0.286	0.213	0.211	0.023	-0.013	0.219	-0.397	-0.05	-0.837	0.005	0.022	-0.226
5	78411478	BHMT2	-0.577	-0.622	-0.188	-0.903	-0.212	-0.268	0.264	0.258	0.103	0.437	-0.343	0.437	0.004	0.086	-0.733	-0.528	-0.26	-0.495	-0.503	0.084	-0.484	0.068	0.05	-0.531	-0.228	-0.031	0.413	-0.039	0.007	-0.629	-0.768	0.332	-0.543	-0.481	7e-04	-0.202	-0.024	0.015	0.141	0.006	-0.472	-0.011	0.046	-0.072	-0.247	0.124	0.138	0.443	-0.286	0.213	0.211	0.023	0.034	0.221	-0.397	-0.05	-0.82	0.005	0.022	-0.226
5	78775408	HOMER1	-0.577	-0.622	-0.188	-0.903	-0.212	-0.268	0.264	0.258	0.103	0.437	-0.343	0.437	0.004	0.086	-0.733	-0.528	-0.26	-0.495	-0.503	0.084	-0.484	0.068	0.05	-0.531	-0.228	-0.031	0.413	-0.052	0.007	-0.629	-0.768	0.332	-0.543	-0.481	7e-04	-0.202	-0.024	0.015	0.141	0.006	-0.472	-0.011	0.046	-0.072	-0.247	0.124	0.138	0.443	-0.286	0.213	0.211	0.023	0.034	0.221	-0.397	-0.05	-0.82	0.005	0.022	-0.226
5	79076610	CMYA5	-0.577	-0.622	-0.188	-0.903	-0.212	-0.268	0.264	0.258	0.103	0.437	-0.343	0.437	0.004	0.086	-0.733	-0.528	-0.26	-0.495	-0.503	0.084	-0.484	0.068	0.05	-0.531	-0.228	-0.031	0.413	-0.052	0.007	-0.629	-0.768	0.332	-0.543	-0.481	7e-04	-0.202	-0.024	0.015	0.141	0.006	-0.472	-0.011	0.046	-0.072	-0.247	0.124	0.138	0.443	-0.286	0.213	0.211	0.023	0.034	0.221	-0.397	-0.05	-0.82	0.005	0.022	-0.226
5	79390894	THBS4	-0.577	-0.622	-0.188	-0.903	-0.212	-0.268	0.264	0.258	0.103	0.437	-0.343	0.437	0.004	0.086	-0.733	-0.528	-0.26	-0.495	-0.503	0.084	-0.484	0.068	0.05	-0.531	-0.245	-0.031	0.413	-0.052	0.007	-0.629	-0.768	0.332	-0.543	-0.481	7e-04	-0.202	-0.024	0.015	0.141	0.006	-0.472	-0.011	0.046	-0.072	-0.247	0.124	0.138	0.443	-0.286	0.213	0.211	0.023	0.034	0.221	-0.397	-0.05	-0.82	0.005	0.022	-0.226
5	80581434	CKMT2	-0.577	-0.622	-0.188	-0.903	-0.218	-0.268	0.264	0.258	0.103	0.437	-0.343	0.437	-0.032	0.086	-0.733	-0.528	-0.26	-0.495	-0.546	0.084	-0.484	0.068	0.037	-0.531	-0.245	-0.031	0.413	-0.052	0.007	-0.629	-0.768	0.332	-0.543	-0.481	7e-04	-0.202	-0.024	0.015	0.141	0.006	-0.472	-0.011	0.046	-0.072	-0.247	0.124	0.138	0.443	-0.286	0.213	0.211	0.023	0.034	0.21	-0.397	-0.05	-0.82	0.005	0.022	-0.226
5	82858563	VCAN	-0.577	-0.622	-0.203	-0.903	-0.218	-0.268	0.244	0.258	0.103	0.437	-0.343	0.437	-0.032	0.086	-0.766	-0.528	-0.26	-0.495	-0.546	0.084	-0.484	0.068	0.037	-0.531	-0.225	0.013	0.413	-0.052	0.007	-0.629	-0.768	0.332	-0.543	-0.481	7e-04	-0.202	-0.024	0.015	0.141	0.023	-0.472	0.005	0.046	-0.072	-0.247	0.124	0.135	0.464	-0.286	0.213	0.126	0.023	0.034	0.21	-0.397	-0.05	-0.82	0.005	0.022	-0.226
5	83011212	HAPLN1	-0.577	-0.622	-0.203	-0.903	-0.218	-0.268	0.244	0.258	0.103	0.437	-0.343	0.437	-0.032	0.086	-0.766	-0.528	-0.26	-0.495	-0.546	0.084	-0.484	0.068	0.037	-0.531	-0.225	0.013	0.413	-0.052	0.007	-0.629	-0.768	0.332	-0.543	-0.481	7e-04	-0.202	-0.024	0.015	0.141	0.023	-0.472	0.005	0.046	-0.072	-0.247	0.124	0.135	0.464	-0.286	0.213	0.126	0.023	0.034	0.21	-0.397	-0.05	-0.82	0.005	0.022	-0.226
5	83495124	EDIL3	-0.577	-0.622	-0.203	-0.903	-0.218	-0.268	0.244	0.258	0.103	0.437	-0.343	0.437	-0.032	0.086	-0.766	-0.528	-0.26	-0.495	-0.546	0.084	-0.484	0.068	0.037	-0.541	-0.225	0.013	0.413	-0.052	0.007	-0.629	-0.768	0.332	-0.543	-0.481	7e-04	-0.202	-0.024	0.015	0.141	0.023	-0.472	0.005	0.046	-0.072	-0.247	0.124	0.135	0.464	-0.286	0.213	0.126	0.023	0.034	0.21	-0.397	-0.05	-0.82	0.005	0.022	-0.226
